bibnumber,name,gender,age,genderdiv,division,overallplace,pace,split5k,split10k,split20k,split25k,split30k,split35k,split40k,splithalf,officialtime,city,state,country,ctz
25400,"Mori-Laren, Taijiro W",M,27,14739,4998,25989,11.03,30.38,61.97,127,162.17,200.2,236.65,275.58,133.82,288.97,Bourne,MA,USA,
26719,"Quaranto, Caitlin A.",F,28,11251,5444,25990,11.03,29.93,59,118.8,151.4,188.62,234.93,272.63,125.45,288.98,South Boston,MA,USA,
33511,"Jin, Feibao",M,50,14740,2127,25991,11.03,28.9,57.92,121.08,155.97,192.73,233.15,272.22,129.28,288.98,Kunming,,CHN,
23062,"Galbraith, Will Jr.",M,64,14741,837,25992,11.03,28.88,57.17,113.87,144.67,179.53,221.32,268.15,120.23,288.98,Dallas,TX,USA,
28408,"Friedman, Stacy L.",F,29,11252,5445,25993,11.03,31.17,61.48,126.55,161.37,197.83,235.57,273.88,133.4,289,Boston,MA,USA,
27766,"Williams, Douglas G.",M,46,14742,2571,25994,11.03,28.18,57.52,121.53,155.83,193.2,234.27,272.92,128.42,289,Lexington,MA,USA,
17958,"Stein, Paul A",M,55,14743,1481,25995,11.03,27.6,55.9,125.45,154.98,191.65,227.48,269.78,131.55,289,Rosemount,MN,USA,
34220,"Burleigh, Sarah",F,26,11253,5446,25996,11.03,30.1,59.8,121.2,155.97,192.6,231.7,270.93,127.95,289,Ann Arbor,MI,USA,
30190,"Rovelli, Reid C.",M,37,14744,4999,25997,11.03,28.68,56.73,114.5,148.72,188.98,231.43,273.58,121.23,289,Hingham,MA,USA,
30772,"O'Brien, Angela C.",F,49,11254,1894,25998,11.03,33.07,66.22,129.48,161.92,200.47,236.82,273.3,135.9,289.02,Cohasset,MA,USA,
25039,"Fredlake, Mary B.",F,64,11255,222,25999,11.03,31.67,63.52,130.23,165.48,202.1,239.52,274.75,137.28,289.03,Washington,DC,USA,
35070,"Riva, Gianfranco",M,58,14745,1482,26000,11.03,27.75,56.62,115.65,149.83,186.52,226.35,270.17,122.28,289.03,Cuneo,,ITA,
19404,"Case, Lauren",F,49,11256,1895,26001,11.03,26.68,53.75,113.13,147.08,185.22,223.85,272.32,119.57,289.03,Woodland Hills,CA,USA,
24716,"Brown, Barb E",F,62,11257,223,26002,11.03,29.72,61.05,124.9,160.07,197.87,234.85,272.18,132.03,289.05,Oshawa,ON,CAN,
33367,"Fradsham, Wendy P",F,44,11258,1890,26003,11.03,29.97,61.53,128.2,161.43,199.73,237.7,273.65,135,289.05,West Boylston,MA,USA,
13272,"Mikeska, Michael M.",M,48,14746,2572,26004,11.03,24.23,48.12,100.02,129.82,168.43,210.02,263.47,106,289.05,Dallas,TX,USA,
16001,"Loveless, Eric A.",M,57,14747,1483,26005,11.03,23.93,49.08,100.53,131.53,170.98,216.07,270.42,106.95,289.05,Jacksonville,FL,USA,
29602,"Semiao, Nathan D.",M,25,14748,5000,26006,11.03,32.1,63.37,131.42,162.15,195.75,233.55,273.03,137.9,289.05,Boston,MA,USA,
31528,"Terrio, Marie E.",F,41,11259,1891,26007,11.03,33.88,67.83,134.27,169.25,203.67,239.18,274.3,141.75,289.07,South Yarmouth,MA,USA,
862,"Giuliano, Anthony R.",M,34,14749,5001,26008,11.03,24.45,52.12,117,153.38,195.68,234.48,272.85,124.2,289.07,Albany,NY,USA,
21365,"Elliott, Gregory J",M,65,14750,358,26009,11.03,26.77,55.2,118.82,154.52,190.75,229.8,270.62,125.98,289.1,Chicago,IL,USA,
34005,"Morrissey, Lisa K",F,53,11260,1179,26010,11.03,30.67,62.57,125.88,159.15,196.17,233.97,272.45,132.58,289.1,Walpole,MA,USA,
33961,"Lindgren, David M",M,56,14751,1484,26011,11.03,27.02,54.65,119.32,154.03,192.92,233.1,272.2,126.65,289.12,Maple Grove,MN,USA,
28203,"Mallabar, Lisa A.",F,44,11261,1892,26012,11.03,32.28,63.75,128.62,160.83,194.02,232.65,272.37,135.42,289.13,Colchester,VT,USA,
32634,"Ouano, John P.",M,47,14752,2573,26013,11.03,32.53,65.38,131.68,166.45,203.07,239.65,273.88,139.03,289.15,Northborough,MA,USA,
28128,"Crowley, Christopher L.",M,51,14753,2128,26014,11.03,27.18,54.8,117.4,154.8,191.85,231.45,271.47,124.27,289.15,Wellesley,MA,USA,
26820,"Cronin, Ryan",M,22,14754,5002,26015,11.03,27.2,54.2,110.07,140.23,176.1,219.17,270.97,116.42,289.15,Beverly,MA,USA,SUI
30163,"Kraft, David",M,51,14755,2129,26016,11.03,27.82,55.78,115.48,147.65,187.73,230.5,272.73,121.72,289.15,Jupiter,FL,USA,
26981,"Maguire, Kaitlin J.",F,29,11262,5447,26017,11.03,30.65,61.73,124.75,157.22,194.12,228.45,271.6,131.57,289.17,Arlington,MA,USA,
22908,"Jasinski, Mona J",F,50,11263,1180,26018,11.03,27.9,57.12,122.05,156.95,194.82,233.9,272.42,129.43,289.17,Calgary,AB,CAN,
33164,"Sun, Mimi",F,51,11264,1181,26019,11.03,29.57,61.47,127.3,162.33,199.67,238.07,272.75,134.48,289.17,Boston,MA,USA,
27270,"Banse, Robert L.",M,57,14756,1485,26020,11.03,29.98,59.98,121.78,156.08,191.42,232.57,271.07,128.6,289.17,Delaplane,VA,USA,
27117,"Aylward, Meghan K.",F,32,11265,5448,26021,11.03,29.35,60.03,123.68,156.78,191.68,230.85,273.05,131,289.18,Duxbury,MA,USA,
28533,"Van Stry, Jennifer",F,40,11266,1893,26022,11.03,28.45,57.38,121.58,156.5,192.55,234.68,273.38,127.98,289.2,Winchester,MA,USA,
29132,"Kokoszyna, James M.",M,47,14757,2574,26023,11.03,-,62.37,123.77,157.62,195.03,232.72,271.7,131.1,289.2,Boston,MA,USA,
18720,"Nakamura, Shiro",M,60,14758,838,26024,11.03,24.98,50.47,108.77,148.85,195.47,239.52,276.25,115.6,289.2,Mississauga,ON,CAN,JPN
26316,"Lamb, Robert C. Jr.",M,58,14759,1486,26025,11.03,28.13,56.88,114.93,145,179.53,219.35,271.08,121.27,289.2,Holderness,NH,USA,
27473,"Schutz, Ronald J.",M,58,14760,1487,26026,11.03,28.85,59.25,121.67,154.88,191.93,230.72,273.25,128.63,289.22,Minneapolis,MN,USA,
33592,"Velayudhan, Hariharan",M,43,14761,2278,26027,11.03,29.65,61.47,127.12,161.67,198.57,236.85,274.25,134.22,289.22,Basking Ridge,NJ,USA,IND
25938,"Ricker, Evan B.",M,39,14762,5003,26028,11.03,26.75,55.02,115.47,149.3,186.63,229.72,272.85,121.97,289.23,Concord,MA,USA,
32840,"Smith, Kathleen J",F,27,11267,5449,26029,11.03,30.28,59.8,119.37,151.85,192.2,232.48,272.03,126.03,289.27,Quincy,MA,USA,
26757,"Giffhorn, Megan E",F,27,11268,5450,26030,11.03,30.3,59.8,119.37,151.85,192.2,232.48,272.13,126.03,289.27,Boston,MA,USA,
23514,"Sanson, Sylvie",F,50,11269,1182,26031,11.03,27.38,55.78,118.17,151.37,190.92,232.07,272.2,124.9,289.27,Le Havre,,FRA,
21165,"Redjouani, Yasmina",F,62,11270,224,26032,11.03,28.43,56.68,118.48,151.28,186.18,229.95,270.77,125.32,289.27,Laval,QC,CAN,
31994,"Turcott, Richard Jr.",M,47,14763,2575,26033,11.03,27.65,56.32,118.85,153.98,191.75,231.47,271.22,125.52,289.27,Westford,MA,USA,
32923,"Garcia, Jeaney",F,51,11271,1183,26034,11.03,31.5,61.6,123.25,156.6,193.3,228.55,265.77,130.4,289.27,Honolulu,HI,USA,
33138,"Melly, Peter F",M,56,14764,1488,26035,11.03,30.98,62.75,130.67,165.03,202.68,239.77,274.12,138,289.27,Roslindale,MA,USA,
29449,"Oberholzer, Daniel W.",M,47,14765,2576,26036,11.05,31,62.6,131.45,164.33,202.98,240.35,274.6,138.43,289.3,Brookline,MA,USA,
32976,"Janssens, Scott M",M,52,14766,2130,26037,11.05,30.28,61.63,125.1,159.92,198.27,236.82,273.7,131.97,289.3,Hubbardston,MA,USA,
24710,"Stoltzfus, Nancy",F,55,11272,565,26038,11.05,29.23,60.12,123.15,155.28,191.75,231.75,271.77,130.1,289.33,Parkesburg,PA,USA,
35631,"Sherry, Casey B.",F,24,11273,5451,26039,11.05,29.28,58.42,117.58,149.53,185.05,225.67,271.83,124.32,289.33,Hoboken,NJ,USA,
32206,"Crisp, Jennifer",F,26,11274,5452,26040,11.05,27.35,54.52,122.73,160.43,200.18,238.12,274.1,130.03,289.33,Dedham,MA,USA,
29586,"Tedford, Jamie L.",M,44,14767,2279,26041,11.05,31.45,62.73,126,158.15,194.85,232.63,272.5,132.9,289.33,Marblehead,MA,USA,
26003,"Desrochers, Laura",F,29,11275,5453,26042,11.05,28.13,56.73,118.12,156.2,196.65,237.38,275.52,125.4,289.33,Jamaica Plain,MA,USA,
32598,"MacDonald, Marc",M,30,14768,5004,26043,11.05,28.78,57.32,113.45,143.88,178.63,231.92,270.45,119.72,289.35,Somerville,MA,USA,
31080,"Varnum, Jacqueline D.",F,40,11276,1894,26044,11.05,29.05,58.82,121.83,156.2,195.67,233.95,273.52,128.72,289.35,Newton,MA,USA,
26730,"Anderson, Jennifer",F,25,11277,5454,26045,11.05,27.53,54.2,117.3,155.38,196.35,237.9,275.43,125.52,289.37,Auburn,MA,USA,
35822,"Ouellette, Kelsey",F,21,11278,5455,26046,11.05,31.15,63.85,129.42,163.05,198.47,235.73,273.68,136.4,289.38,Manchester,NH,USA,
32245,"Borowski, Matthew F",M,29,14769,5005,26047,11.05,30.12,63.47,129.88,164.22,199.33,235.53,272.22,136.98,289.4,Somerville,MA,USA,
25084,"Pompeo, Cheri",F,61,11279,225,26048,11.05,32.02,63.85,126.83,160.28,196.68,233.37,271.15,133.77,289.43,Woodinville,WA,USA,
21921,"Redmond, Doreen B.",F,49,11280,1896,26049,11.05,27.65,58,119.88,152.7,193.22,233.23,272.98,126.45,289.45,Halifax,NS,CAN,
24670,"Hellman, Joanna",F,57,11281,566,26050,11.05,27.75,56.48,117.1,151.77,191.1,231.98,273.77,123.72,289.45,Medford Lakes,NJ,USA,
23696,"Semple, Peter L",M,68,14770,359,26051,11.05,30.73,61.55,125.73,158.63,193.45,231.38,272.12,132.78,289.47,Clermont,FL,USA,
20644,"Duval, Sara",F,36,11282,5456,26052,11.05,29.43,60.27,124.57,163.9,198.5,234.63,272.6,131.58,289.47,Greenwich,CT,USA,
26223,"Lane, Perry B.",F,29,11283,5457,26053,11.05,28.52,57.73,120.78,156.58,194.28,233.55,272.17,128.27,289.47,Boston,MA,USA,
28598,"Reeves, Amanda Z.",F,34,11284,5458,26054,11.05,28.53,56.45,114.4,145.53,181.03,224.32,274.92,120.92,289.47,Daniel Island,SC,USA,
30606,"Weinstein, Andrea N.",F,47,11285,1897,26055,11.05,30.47,62.33,126.97,160.67,197.22,236.63,273.02,133.97,289.48,Dublin,CA,USA,
17695,"Matsumura, Stefy",F,48,11286,1898,26056,11.05,28.07,55.67,116.88,151.2,190.38,232.23,271.97,124.2,289.5,Honolulu,HI,USA,
30970,"Dellacanonica, Holly A.",F,24,11287,5459,26057,11.05,31.98,66.33,131.38,163.65,198.22,236.73,273.55,138.15,289.5,Medford,MA,USA,
30966,"Dellacanonica, Debra L.",F,47,11288,1899,26058,11.05,31.98,66.33,131.37,163.65,198.2,236.73,273.53,138.15,289.52,Pepperell,MA,USA,
34477,"King, Ronan",M,34,14771,5006,26059,11.05,28.55,58.22,119.58,153.12,191.35,233.47,272.57,126.18,289.52,Sydney,,AUS,IRL
33439,"Bowlus, Natalie J",F,27,11289,5460,26060,11.05,29.25,59.43,125.12,166.88,206.68,241.52,275.27,132.67,289.52,Brooklyn,NY,USA,
16015,"Donohue, Carole O.",F,53,11290,1184,26061,11.05,27.93,59.08,125.95,161.33,198.88,237.4,273.87,132.78,289.53,Cape May Court House,NJ,USA,
29040,"Jacobs, Ellsa",F,48,11291,1900,26062,11.05,29.15,57.37,114.28,145.3,188.92,234.93,276.62,120.58,289.53,Methuen,MA,USA,
29727,"Ross, David E.",M,42,14772,2280,26063,11.05,29.67,58.23,119.37,153.77,191.43,231.8,273.12,126.35,289.53,Wilimington,DE,USA,
22562,"Lindberg, Marian",F,50,11292,1185,26064,11.05,27.27,55.42,119.75,152.4,192.08,232.17,273.85,127.53,289.55,Ellis,KS,USA,
15718,"Richardson, Lisa",F,41,11293,1895,26065,11.05,25.97,53.37,109.15,143.87,181,227.27,272.87,115.03,289.55,Toronto,ON,CAN,
15746,"Williams, Doug",M,57,14773,1489,26066,11.05,27.27,55.43,119.75,152.4,192.08,232.17,273.85,127.53,289.55,Hays,KS,USA,
21717,"Hart, Gerard",M,62,14774,839,26067,11.05,26.12,52.5,109.43,139.5,182.5,230.17,271.7,115.62,289.55,Havertown,PA,USA,
33358,"Holmer, Whitney F",M,36,14775,5007,26068,11.05,29.37,57.93,121.78,158.82,196.8,235.23,275.13,129.25,289.57,Portland,OR,USA,
32591,"Melisi, Michael N. II",M,27,14776,5008,26069,11.05,32.72,65.55,131.92,165.37,202.12,238.32,275.12,139.07,289.57,Charlestown,MA,USA,
21454,"Hornbuckle, Susan",F,50,11294,1186,26070,11.05,27.6,58.22,123.15,158.9,200.72,237.4,273.45,130.57,289.58,Decatur,GA,USA,
34037,"Tourgee, Lauren",F,41,11295,1896,26071,11.05,31.73,64.55,134.28,166.78,202.25,238.47,273.17,140.72,289.58,Canton,MA,USA,
26179,"Mink, Jennifer",F,43,11296,1897,26072,11.05,28.45,58.6,123.28,159.37,196.73,235.68,274.38,130.75,289.58,Yardley,PA,USA,
24270,"Forero, Miren O",F,57,11297,567,26073,11.05,27.75,55.82,121.98,157.92,196.4,235.37,273.13,129.55,289.58,Miami,FL,USA,
28020,"Mutschler, Jeff",M,41,14777,2281,26074,11.05,27.52,55.7,114.73,147.73,185.75,227.72,271.58,121.62,289.58,Hudson,WI,USA,
18100,"Randolph, Jenny",F,25,11298,5461,26075,11.05,26.33,53.27,112.53,145.13,184.97,229.52,273.33,119.2,289.58,Nashville,TN,USA,
25594,"Daly, Brian F.",M,47,14778,2577,26076,11.05,27.67,57.8,121.27,155.32,195.02,233.83,273.6,128.52,289.58,Charlotte,NC,USA,
34653,"Boyle, Andrew D",M,25,14779,5009,26077,11.05,32.2,63.17,122.97,154.47,192.42,230.22,275.33,129.57,289.58,Somerville,MA,USA,
26690,"Mozzicato, Jaclin",F,25,11299,5462,26078,11.05,28.5,57.77,120.32,154.97,191.62,235.58,273.35,127.65,289.58,Atlanta,GA,USA,
21391,"Shipton, Stephanie A",F,50,11300,1187,26079,11.05,28.7,57.73,116.2,147.3,181.6,225.37,271.13,122.65,289.62,Adamsville,PA,USA,
30513,"Joseph, Paul D.",M,45,14780,2578,26080,11.05,29.25,58.68,120.52,154.6,195.32,234.78,273.57,127.48,289.63,Norwell,MA,USA,
27505,"Ferrucci, David L.",M,46,14781,2579,26081,11.05,32.5,64.22,127.78,159.2,192.08,230.28,271.42,134.7,289.63,Essex,CT,USA,
33890,"Baena, Victoria A",F,22,11301,5463,26082,11.05,27.18,54.85,113.5,145.62,186.57,231.57,274.83,120.13,289.65,Berwyn,PA,USA,
23765,"Tripp, Holly A",F,52,11302,1188,26083,11.05,28.52,58.32,120.08,152.35,187.73,227.88,271.28,126.77,289.67,Land O Lakes,FL,USA,
32983,"Druy, Shaina",F,25,11303,5464,26084,11.05,31.43,63.35,129.08,163.1,198.93,237,273.68,136.18,289.67,Somerville,MA,USA,
33249,"Cullinane, Kristi",F,37,11304,5465,26085,11.05,34.73,69.07,140.8,174.43,208.32,242.08,275.22,147.77,289.68,Rockland,MA,USA,
33833,"Gorman, Melissa J.",F,35,11305,5466,26086,11.05,34.73,69.07,140.82,174.43,208.32,242.08,275.22,147.77,289.68,Newton,MA,USA,
27861,"Urban, John S. Jr.",M,35,14782,5010,26087,11.05,31.02,60.63,120.85,159.48,195.37,231.8,274.43,127.63,289.68,Portsmouth,RI,USA,
25193,"Thamhain, Hans",M,77,14783,18,26088,11.05,33.08,61.48,128.1,162.62,199.3,236.5,274.02,135.63,289.68,Framingham,MA,USA,
29788,"Finaldi, Maureen A.",F,45,11306,1901,26089,11.05,-,62.33,128.8,161.83,202.72,240.27,276.1,135.53,289.7,Norwell,MA,USA,
28522,"Kerton, Matthew V.",M,42,14784,2282,26090,11.05,29.5,57.75,120.8,155.97,194.13,233.5,273.63,127.75,289.7,Wakefield,MA,USA,
34774,"Lee, Jae Jung",M,59,14785,1490,26091,11.05,30.92,62.2,124.97,159.2,194.18,233.7,272.05,131.88,289.7,Seoul,,KOR,
25213,"Bell, Judy",F,67,11307,57,26092,11.05,31.53,63.8,130.02,164.42,200.18,237.38,273.9,137.13,289.72,Richland,WA,USA,
34817,"Kennison, Travis",M,28,14786,5011,26093,11.07,32.55,64.53,129.95,163.9,199.35,236.1,273.78,137.2,289.73,Woburn,MA,USA,
25206,"Tattersall, Theresa M",F,70,11308,6,26094,11.07,31.25,63.2,128.4,162.5,200.72,238.4,274.32,136.18,289.73,North Attleboro,MA,USA,
29031,"LePage, Tara M.",F,25,11309,5467,26095,11.07,30.45,62.07,128.78,164.42,202,238.52,274.65,135.98,289.73,Boston,MA,USA,
32034,"Davis, James R",M,42,14787,2283,26096,11.07,28.37,60.15,124.48,157.62,197.12,236.98,275.42,131.03,289.77,Norton,MA,USA,
27010,"Lev, Michelle H.",F,39,11310,5468,26097,11.07,28.27,56.8,115.3,145.78,178.68,231.47,275.35,121.68,289.77,West Newton,MA,USA,
25424,"Dougherty, Tim J.",M,57,14788,1491,26098,11.07,29.65,59.33,119.98,153.77,192.12,233.07,273.07,126.65,289.77,Littleton,CO,USA,
29188,"Asbedian-Ciaffi, Susan C.",F,44,11311,1898,26099,11.07,30.22,61.48,126.35,160.33,196.45,234.37,272.57,133.47,289.77,Sudbury,MA,USA,
35220,"Mostaccio, Julio G. Sr.",M,52,14789,2131,26100,11.07,29.08,59.08,119.77,151.02,188.82,230.57,273.83,126.45,289.77,Mendoza,,ARG,
15045,"Janes, Katherine H",F,34,11312,5469,26101,11.07,22.73,46.48,103.28,147.42,177.07,206.78,237.57,109.33,289.77,San Francisco,CA,USA,
23460,"Rudolph, Barbara",F,49,11313,1902,26102,11.07,27.97,56.45,113.07,143.08,190.93,228.43,272.77,119.4,289.77,Allen,TX,USA,
27929,"David, Tammy L.",F,45,11314,1903,26103,11.07,29.62,60,123.5,157.1,194.12,235.18,272.58,130.32,289.77,Rehoboth,MA,USA,
33154,"Lam, Sam",M,28,14790,5012,26104,11.07,28.52,57.15,116.4,150.52,189.1,231.58,273.28,123.48,289.8,Quincy,MA,USA,
34146,"Rowe, Rebecca",F,24,11315,5470,26105,11.07,29.72,61.2,126.35,161.32,198.83,238.53,275.22,133.38,289.8,Cambridge,MA,USA,
30700,"McLeod, Kevin W.",M,26,14791,5013,26106,11.07,28.58,57.95,121.45,155.35,191.52,231.03,272.78,128.47,289.82,Lowell,MA,USA,
35795,"Fruzzetti, Meredith L.",F,38,11316,5471,26107,11.07,29.35,59.93,121.65,155.6,194.25,234.23,272.83,129.27,289.83,Brockton,MA,USA,
26631,"Steptoe-Sexton, Anne P",F,33,11317,5472,26108,11.07,31.98,62.08,127.62,161.57,199.45,237.58,274.32,134.88,289.83,Edmond,OK,USA,
33771,"Hilt, Scott",M,41,14792,2284,26109,11.07,29.35,59.25,124.28,158.9,196.12,237.6,273.9,131.2,289.85,Marlboro,MA,USA,
25146,"Mcbride, Dona",F,63,11318,226,26110,11.07,31.37,63.25,130.13,164.45,200.63,238.38,274.7,137.53,289.85,Long Beach,CA,USA,
14178,"Ulrich, Karen A",F,46,11319,1904,26111,11.07,24.37,50,117.73,152.55,191.4,230.55,271.48,125.73,289.87,Carlsbad,CA,USA,
25332,"Schreck, Shane D.",M,34,14793,5014,26112,11.07,28.1,56.12,116.65,151.85,190.17,230.4,272.83,123.8,289.87,Fayetteville,NC,USA,
23752,"Hand, Dana B",F,52,11320,1189,26113,11.07,27.5,55.78,115.43,148.88,186.68,228.5,272.3,122.25,289.87,Calgary,AB,CAN,USA
32889,"Mawn, Joe",M,40,14794,2285,26114,11.07,30.33,61.38,123.23,157.47,193.82,233,272.47,130,289.87,Norwood,MA,USA,
34521,"Stapleton, Joseph M.",M,30,14795,5015,26115,11.07,30.2,60.55,122.7,155.62,194,235.53,274.9,129.72,289.9,Newport Beach,CA,USA,
18798,"Jones, Rochelle",F,51,11321,1190,26116,11.07,25.05,50.13,102.1,132.25,172.98,219.98,273.37,108.05,289.9,Fenton,MI,USA,
20354,"Latham, Patricia J",F,51,11322,1191,26117,11.07,29.1,65.42,137.33,173.72,205.63,239.88,274.78,146.8,289.9,Dayton,OH,USA,
20328,"Recalde Vela, Fernando",M,66,14796,360,26118,11.07,29.03,58.65,119.5,152.8,191.92,232.43,272.48,126.2,289.92,Hampton Bays,NY,USA,PER
32918,"Biele, David",M,28,14797,5016,26119,11.07,31.63,61.95,123.7,155.13,190.52,231.13,272.55,130.4,289.92,South Boston,MA,USA,
23565,"Johnson, John",M,61,14798,840,26120,11.07,28.58,57.05,115.12,145.68,181.5,222.37,269.98,121.5,289.93,Los Altos,CA,USA,
30250,"Fazio, Eiko",F,46,11323,1905,26121,11.07,29.3,58.07,127.02,159.32,194.02,231.72,272.48,133.85,289.93,Boston,MA,USA,JPN
31163,"Towne, Kerin R.",F,34,11324,5473,26122,11.07,31.7,64.2,129.2,163.27,197.77,237.03,273.88,136.23,289.93,Lakeville,MA,USA,
32493,"Hollenbeck, Mitzi",F,32,11325,5474,26123,11.07,31.7,64.2,129.2,163.27,197.77,237.02,273.88,136.22,289.95,Lakeville,MA,USA,
23086,"Mahoney, Jane",F,45,11326,1906,26124,11.07,28.73,58.07,122.25,154.73,190.77,235.43,271.93,129.25,289.95,Menomonie,WI,USA,
30589,"Riccio, Ariana D.",F,23,11327,5475,26125,11.07,27.77,56.13,114.08,150.17,190.63,234,274.7,120.85,289.97,Brookline,MA,USA,
24294,"Pierson, Ben",M,37,14799,5017,26126,11.07,28.67,57.45,117.62,152.07,191.05,231.32,272.33,124.4,289.97,Newport,RI,USA,
33089,"Hartnick, Christopher",M,46,14800,2580,26127,11.07,31.65,64.42,127.75,160.52,196.4,234.73,273.15,134.73,289.97,Newton,MA,USA,
33359,"Parker, Stephen",M,46,14801,2581,26128,11.07,32.25,64.48,129.62,162.55,198.97,235.32,274.18,136.7,289.97,Mansfield,MA,USA,
29748,"Brady, Sean R.",M,41,14802,2286,26129,11.07,29.73,59.02,118.57,151.6,188.82,232.22,271.95,125.08,289.97,North Reading,MA,USA,
22362,"Wolpert, Richard",M,61,14803,841,26130,11.07,28.08,59.77,120.73,150.07,185.8,229.47,272.77,127.03,289.98,Rogersville,MO,USA,
16464,"Watkins, Alexis",F,26,11328,5476,26131,11.07,25.08,52.23,116.28,153.75,191.67,237.77,275.52,122.38,290,Logan,UT,USA,
29089,"Rauseo, Christine H.",F,35,11329,5477,26132,11.07,31.98,64.52,132.43,166.43,202.2,238.58,274.72,139.32,290.02,Winthrop,MA,USA,
35160,"Dhindsa, Sukhjinder",M,54,14804,2132,26133,11.07,30.43,62.67,129.45,162.68,197.88,235.57,273.42,136.72,290.02,Ilford Essex,,GBR,
35159,"Singh, Harmander",M,54,14805,2133,26134,11.07,30.43,62.65,129.45,162.68,197.88,235.57,273.42,136.72,290.02,Ilford Essex,,GBR,
29476,"Abbinante, Chris E.",M,41,14806,2287,26135,11.07,30.78,61.48,123.77,157.95,193.65,233.47,272.7,130.7,290.05,Naperville,IL,USA,
33230,"Hawes, Tim",M,53,14807,2134,26136,11.07,30.52,62.13,125.93,158.23,197.42,235.15,273.17,132.92,290.07,Ponte Vedra Beach,FL,USA,
24527,"Bouchard, Renald",M,68,14808,361,26137,11.07,28.78,57.1,114.88,145.88,181.73,222.55,266.77,121.28,290.08,Charlesbourg,QC,CAN,
24864,"Flores, Pamela J.",F,60,11330,227,26138,11.07,29.28,59.05,118.77,150.6,182.13,214.72,266.78,125.35,290.1,Pollock Pines,CA,USA,
30131,"Carroll, Brian K.",M,51,14809,2135,26139,11.07,30.2,60.15,120.38,151.53,185.48,225.03,267.83,127.08,290.1,Worcester,MA,USA,
28186,"Foley, Dawn",F,44,11331,1899,26140,11.07,31.98,64.2,128.03,162.78,201.02,238.07,273.85,135.05,290.1,Mansfield,MA,USA,
28891,"Stackman, Scott L.",M,48,14810,2582,26141,11.07,26.38,53.5,112.65,152.45,190.12,233.12,275.95,119.25,290.1,New York,NY,USA,
28710,"Webster, Margaret E.",F,24,11332,5478,26142,11.07,29.77,59.68,122.63,159.1,196.62,236.02,275.32,129.83,290.1,Natick,MA,USA,
19063,"Knorowski, David",M,56,14811,1492,26143,11.07,25.4,51.87,113.18,149.2,185.37,230,271.13,121.77,290.12,Chicago,IL,USA,
14036,"Green, David A.",M,50,14812,2136,26144,11.07,29.47,60.6,130.3,170.03,207.83,243.07,276.92,137.87,290.12,Jacksonville Beach,FL,USA,
27729,"Rzepecki, Stefanie A.",F,34,11333,5479,26145,11.07,29.7,58.98,124.87,160.72,197.23,236.35,274.53,131.53,290.12,S. Boston,MA,USA,
24790,"Richards, Kath",F,61,11334,228,26146,11.07,28.75,58.48,118.32,149.75,187.9,229.3,270.12,124.98,290.12,Duxbury,MA,USA,
25696,"Purpura, Christine",F,37,11335,5480,26147,11.07,30.82,61.57,123.87,157.22,196.55,238.85,274.93,130.58,290.13,Baltimore,MD,USA,
29591,"Cardarelli, Kathryn",F,27,11336,5481,26148,11.07,32.68,64.13,128.13,161.42,198.33,238.05,275.22,135.18,290.13,Waltham,MA,USA,
22740,"Edmonds, Virginia",F,47,11337,1907,26149,11.07,26.32,52.62,109.05,137.83,171.58,221.83,272.25,114.95,290.13,Saint Petersburg,FL,USA,
34994,"Buesse, Thomas",M,53,14813,2137,26150,11.07,31.15,64.83,130.65,164.07,200.72,238.33,274.82,137.77,290.15,Lingen,,GER,
33025,"Giblin, Kathleen M.",F,46,11338,1908,26151,11.07,32.23,64.77,135.38,170.02,204.4,243.18,275.83,142.75,290.15,Norton,MA,USA,
28620,"Smith, Kara L.",F,24,11339,5482,26152,11.08,31.9,63.85,127.53,159.67,193.57,233.25,272.45,134.4,290.17,Weymouth,MA,USA,
27525,"Goldman, Joshua E.",M,24,14814,5018,26153,11.08,30.6,61.97,127.83,161.6,197.48,236.8,274.38,135.03,290.18,Newton,MA,USA,
30875,"Wu, Kevin N.",M,19,14815,5019,26154,11.08,33.32,66.22,131.3,164.28,198.5,235.87,273.68,138.25,290.18,Newton,MA,USA,
31148,"Kouri, Suzanne",F,48,11340,1909,26155,11.08,-,-,-,-,-,240.57,275.05,-,290.2,Lexington,MA,USA,
32429,"Henderson, Erik",M,37,14816,5020,26156,11.08,31.25,62.28,127.67,159.57,194.47,232.75,274.58,134.27,290.22,Jacksonville,FL,USA,
29100,"Manuel, Richard D. Jr.",M,47,14817,2583,26157,11.08,29.73,59.95,121.33,158.07,196,233.27,273.13,128.7,290.22,Winchester,MA,USA,
26556,"Cohen, Jessica",F,26,11341,5483,26158,11.08,32.5,65.3,133.4,168.23,204.13,240.93,275.57,140.88,290.25,South Boston,MA,USA,
24470,"Kernaghan, Lesley D.",F,60,11342,229,26159,11.08,27.43,55.9,113.73,143.38,178.43,215.78,251.13,120.03,290.25,Maidenhead,,GBR,
33725,"Nowell, Krissy",F,36,11343,5484,26160,11.08,29.18,58.77,119.15,151.22,189.08,227.5,271.18,125.63,290.27,Wakefield,MA,USA,
29237,"Norris, Daniel P.",M,37,14818,5021,26161,11.08,28.58,60.48,122.78,155.73,193.68,232.3,274.27,129.62,290.27,Brighton,MA,USA,
